PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
19,2025-04-30,14:12:15,4,4,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Scholvin, Charlie",1000282874,Right,TOL_ROC,Undefined,1,Top,2,2,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.74152,3.01188,-1.556838,2182.474575,19.119286,6:45,6.51079,1.87552,5.98482,-61.16098,-8.25004,-3.44528,4.20932,0.14505,66.58419,-8.237424,-2.17611,0.523533,,,,,,,,,,,,1.3011,-4.53205,-1.75074,50,6.71563,2.98878,-105.55629,3.73931,1.46019,18.85717,-37.26025,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,07366300-25f7-11f0-81bf-2b8ffec0f5bb,71.99629,,,6.15733,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:12:15,2025-04-30T14:12:15.0385664-05:00,2025-04-30T19:12:15.0385664Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,ee6d4d8f-6b60-48b2-9acb-de447a7b8171,54.51748,-106.36026,9.42859,6.52234,5.32789,-18.63013,-1.87684,2.92653,0.7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2025-04-30,14:12:35,4,5,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Scholvin, Charlie",1000282874,Right,TOL_ROC,Undefined,1,Top,2,3,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.71042,-1.884212,-3.057013,1960.680519,218.442825,1:15,6.53842,1.6659,6.60255,-22.2984,15.79213,11.53599,2.951,-0.17597,77.31059,-6.13428,-0.961472,0.444201,,,,,,,,,,,,-6.90678,9.22083,-1.4614,50,6.40024,6.13691,-122.93342,-4.62166,-10.53187,25.18083,-18.11356,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,1368a3e0-25f7-11f0-81bf-2b8ffec0f5bb,84.8544,,,7.39983,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:12:35,2025-04-30T14:12:35.3805312-05:00,2025-04-30T19:12:35.3805312Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,62c474e1-efc8-4196-acd3-d249d205793a,53.89601,-123.72888,12.59042,6.5372,-4.04946,-9.05678,-1.66052,6.46961,-5.26594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2025-04-30,14:12:53,4,6,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Scholvin, Charlie",1000282874,Right,TOL_ROC,Undefined,1,Top,2,3,2,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,84.77538,-1.832634,-3.929999,2117.237942,218.027095,1:15,6.52731,1.86114,6.56305,-19.67816,18.4954,13.46327,3.20278,-0.62558,77.21029,-5.611747,-1.490307,0.444685,63.62859,51.040301,160.478616,4341.860281,,,,,26.84792,,,-8.2628,10.64662,-1.59559,50,6.39224,7.96191,-122.9414,-4.42734,-12.5837,25.50034,-15.95999,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,1de91610-25f7-11f0-81bf-2b8ffec0f5bb,84.76205,32.07787,,7.56508,,,,1.82454,3.30737,0.6875,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:12:53,2025-04-30T14:12:52.9555456-05:00,2025-04-30T19:12:52.9555456Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,2b329116-9962-4cc7-be72-4529bf726604,53.93772,-123.75546,12.75017,6.52545,-3.91784,-7.97999,-1.85618,8.36363,-6.29185,342.1885,1.83358,-55.5591,-0.39413,,,,,,,3.32436,72.09577,-26.44357,,,,,,,0.69209,19.48098,-3.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
22,2025-04-30,14:13:21,4,7,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Scholvin, Charlie",1000282874,Right,TOL_ROC,Undefined,1,Top,2,3,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,85.14006,-0.852566,-3.544729,2049.957761,220.897733,1:15,6.52459,1.70153,6.87306,-20.32844,16.84777,13.57072,4.052,-0.40231,77.82273,-4.764051,-1.069422,0.438838,,,,,,,,,,,,-8.15666,9.53725,-1.48025,50,6.46259,7.17705,-123.65479,-2.31885,-12.62915,24.65607,-17.4073,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,2ed387d0-25f7-11f0-81bf-2b8ffec0f5bb,85.89152,,,7.31733,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:13:21,2025-04-30T14:13:21.3880000-05:00,2025-04-30T19:13:21.3880000Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,2ee81488-076d-47b4-97ca-bbc7e35cfb7a,53.62656,-124.3758,12.32804,6.52295,-1.80981,-8.70365,-1.69552,7.54636,-6.31458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.93066,,,1.217285,,,,-1.09986,5.19374,-3.06355,74.20513,0.71031,50.57416,-1.06843,69.68733,-6.62803,5.21674,14.46167,-15.07093,-3.06355,45.57709,-1.24277,High,High,High,,,High,High,Medium
23,2025-04-30,14:15:56,1,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,1,Bottom,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.22486,-2.052637,-2.308997,2041.268511,221.217378,1:15,6.54697,1.76475,4.73573,-20.09249,16.80414,13.62331,2.92287,0.70833,81.14814,-5.773401,0.083048,0.437185,,,,,,,,,,,,-7.32831,9.19375,-1.54476,50,6.32295,4.54397,-129.15338,-5.37367,-12.33031,27.86971,-16.70505,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,8b22f840-25f7-11f0-81bf-2b8ffec0f5bb,86.21631,,,8.07672,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:15:56,2025-04-30T14:15:56.4516864-05:00,2025-04-30T19:15:56.4516864Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,ed2c2b21-8684-4f99-afc7-7e644cb3dfc1,55.76269,-130.39097,13.93485,6.54511,-4.63187,-8.35252,-1.75869,5.09151,-6.16516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2025-04-30,14:16:14,1,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,1,Bottom,0,0,1,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,90.45528,-1.856285,-3.315003,2020.752749,234.099407,1:45,6.61262,1.66837,4.59989,-23.39698,12.95166,16.0906,2.89387,-0.14702,81.77138,-6.154085,-0.499394,0.433926,91.64489,9.629458,36.849418,4523.87292,81.32699,9.19634,74.06693,164.7388,164.7388,45.216388,1.526799,-8.87489,7.26103,-1.34211,50,6.39999,6.77048,-130.73513,-5.17271,-15.2025,30.19782,-19.73604,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,95a00f10-25f7-11f0-81bf-2b8ffec0f5bb,86.86377,10.26984,,8.6839,,,,0.59084,2.86193,-0.11557,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:16:14,2025-04-30T14:16:13.8593280-05:00,2025-04-30T19:16:13.8593280Z,LineDrive,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,76190aa1-cce1-42d0-828c-f52797770f9a,55.8988,-132.09063,15.09891,6.6123,-4.28681,-9.86802,-1.66134,7.45288,-7.60125,,0.59084,106.04316,-26.77697,6.12587,-1.39533,0.27207,-0.05013,0.00753,-0.00062,2.86193,22.4839,-18.0898,1.70979,-0.25685,0.04019,-0.00391,0.00035,-5.00E-05,-0.11557,79.47318,0.36066,-2.50147,1.04882,-0.32941,0.08321,-0.01541,0.00146,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
25,2025-04-30,14:16:51,1,3,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,1,Bottom,0,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.5555,-0.616868,-0.158317,2447.34273,44.161733,7:30,6.31882,1.88403,4.38088,-59.28547,-14.06394,-15.22556,0.78931,0.46406,74.24403,-11.139382,-2.828512,0.483999,,,,,,,,,,,,7.35402,-6.19874,-1.85093,50,6.19337,1.01891,-118.08764,-3.70983,10.17941,26.62286,-40.7543,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,aba14c70-25f7-11f0-81bf-2b8ffec0f5bb,77.87718,,,7.31147,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:16:51,2025-04-30T14:16:50.7663872-05:00,2025-04-30T19:16:50.7663872Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,48e63256-17f5-4750-b9a6-bd08d99ca3e1,56.12188,-119.45984,13.31143,6.33045,-1.60925,-20.37715,-1.88993,0.49424,5.0897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2025-04-30,14:17:08,1,4,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Rice, Trent",804062,Right,OAK_GOL,Undefined,1,Bottom,0,1,2,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,81.25846,0.062982,-0.913793,2416.555382,33.152694,7:00,6.21242,1.92762,4.29752,-55.07727,-9.32595,-7.18654,1.68289,0.45478,73.58227,-9.752861,-2.16984,0.486826,46.84286,-52.896378,-60.491943,,,,,2.75801,1.75261,-35.869242,0.031095,3.18382,-4.12421,-1.82067,50,6.16271,2.20327,-117.57275,-2.12402,4.36726,26.45653,-37.83129,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,b5cdd240-25f7-11f0-81bf-2b8ffec0f5bb,77.42494,1.71353,,7.67618,,,,1.59658,1.71353,-0.48804,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:17:08,2025-04-30T14:17:07.8052352-05:00,2025-04-30T19:17:07.8052352Z,GroundBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,5ed0f13e-b35f-4ab7-8e96-527befac3356,56.20334,-118.96045,13.22826,6.22207,-0.13969,-18.91564,-1.93023,1.9742,2.18363,,1.59599,20.53006,,,,,,,,1.71509,-55.10561,,,,,,,,-0.48701,-36.27486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
27,2025-04-30,14:17:48,2,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Tomlin, Taylor",10111485,Right,OAK_GOL,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.79629,-2.396601,-2.394277,2073.528676,222.130125,1:30,6.66832,1.61092,4.7749,-19.23304,17.32883,14.50103,2.79028,0.54823,81.30855,-5.975311,0.153505,0.435197,62.53927,70.068534,73.18629,,,,,99.89438,33.6505,93.930532,4.637494,-7.86536,9.61623,-1.38475,50,6.4123,4.72945,-129.89597,-6.14081,-13.31677,29.51027,-15.89292,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,cdab49b0-25f7-11f0-81bf-2b8ffec0f5bb,86.6101,91.47691,,8.48774,,,,1.26255,2.65962,-1.10827,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:17:48,2025-04-30T14:17:47.9237120-05:00,2025-04-30T19:17:47.9237120Z,Popup,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,528c7a23-22f2-4401-84f5-92bcf53cae36,55.72398,-131.18992,14.75513,6.66629,-5.44395,-7.94646,-1.60493,5.31336,-6.65838,,1.25537,9.15111,-8.94453,3.20235,-0.31846,-0.30489,0.15352,-0.02818,0.00185,2.66572,86.0648,-24.11872,0.92604,1.21978,-0.79787,0.22935,-0.03265,0.00185,-1.10167,29.7743,-2.9066,-0.64046,1.11329,-0.56093,0.14252,-0.01812,0.00092,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
28,2025-04-30,14:18:18,2,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Tomlin, Taylor",10111485,Right,OAK_GOL,Undefined,1,Bottom,1,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,82.09834,-0.740229,-2.444094,2484.010542,35.544565,7:15,6.24228,1.81672,4.45091,-58.77854,-14.72221,-11.51375,0.63746,-1.475,75.71125,-11.132075,-4.461479,0.477722,,,,,,,,,,,,4.89579,-6.58992,-1.54629,50,6.10605,5.59451,-118.95511,-3.95239,6.96312,24.3942,-41.54668,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,dfaf1ab0-25f7-11f0-81bf-2b8ffec0f5bb,78.90029,,,6.3871,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:18:18,2025-04-30T14:18:18.0670464-05:00,2025-04-30T19:18:18.0670464Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,198f2a8e-f026-4ed3-b546-14959c5c8b7e,56.05354,-120.1901,12.1971,6.2529,-1.84902,-20.77334,-1.8206,5.24199,3.48156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
29,2025-04-30,14:18:37,2,3,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Tomlin, Taylor",10111485,Right,OAK_GOL,Undefined,1,Bottom,1,1,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,90.9769,-2.903381,-2.229153,2092.731361,213.367293,1:00,6.57749,1.6097,4.77587,-17.83993,17.59324,10.7989,2.33403,0.39534,82.87142,-6.216026,-0.331752,0.428427,90.84927,17.900052,-7.2374,1767.184374,109.48882,29.56262,-10.58933,303.25157,293.42948,-2.667845,3.372148,-5.97973,9.84355,-1.39671,50,6.27184,4.60264,-131.65989,-7.33859,-10.46241,28.79115,-14.95134,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,eac7ae30-25f7-11f0-81bf-2b8ffec0f5bb,87.97874,34.35892,,8.10548,,,,1.41791,2.33879,-0.39577,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:18:37,2025-04-30T14:18:36.7406080-05:00,2025-04-30T19:18:36.7406080Z,LineDrive,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,c879cc9e-cc04-46c1-84ea-ee6684757695,55.72416,-132.90574,14.39558,6.5754,-6.69162,-7.47567,-1.60567,5.05537,-5.23121,211.797285,1.41748,125.7993,-17.77999,3.5841,-0.87683,0.2789,-0.08317,0.01502,-0.0011,2.33923,40.94089,-13.53057,0.11644,0.23521,-0.1487,0.05605,-0.01016,0.00068,-0.39574,-15.97214,7.33448,-2.13454,0.45098,-0.05904,0.00552,-0.00054,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
30,2025-04-30,14:19:14,3,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"McGann, Matt",1000252041,Right,OAK_GOL,Undefined,1,Bottom,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,81.40291,-0.298795,-2.830791,2384.766584,4.214082,6:15,6.20543,1.93842,4.29094,-54.33822,-8.72874,-0.76461,1.39111,-0.83501,73.88088,-9.964065,-2.964181,0.48607,,,,,,,,,,,,-0.56323,-3.6628,-1.63016,50,6.11723,5.85335,-117.6647,-2.84952,-0.77573,25.98637,-37.21887,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,00c4cce0-25f8-11f0-81bf-2b8ffec0f5bb,77.54526,,,7.52203,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:19:14,2025-04-30T14:19:13.5640576-05:00,2025-04-30T19:19:13.5640576Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,13d2575d-cc34-4004-ad0f-894e313c05c5,56.20926,-119.02812,12.99319,6.21551,-0.89677,-18.60944,-1.93834,5.89405,-0.38786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
31,2025-04-30,14:19:31,3,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"McGann, Matt",1000252041,Right,OAK_GOL,Undefined,1,Bottom,2,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,90.9195,-2.49129,-3.883762,2089.88171,224.095333,1:30,6.57315,1.64241,4.63501,-19.56387,16.18399,14.5032,2.56805,-0.84595,82.71343,-6.103101,-1.347677,0.430325,97.67449,-4.169152,-5.631552,,,,,24.96612,24.96612,-3.55525,0.16963,-8.24355,8.98623,-1.258,50,6.30002,8.20791,-131.39831,-6.48047,-14.36807,28.6405,-16.51156,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,0b11abf0-25f8-11f0-81bf-2b8ffec0f5bb,87.59068,2.54242,,8.20607,,,,1.42952,2.54242,0.86042,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:19:31,2025-04-30T14:19:30.9294080-05:00,2025-04-30T19:19:30.9294080Z,GroundBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Cote, Josh",1000367330,Right,TOL_ROC,c22107d0-92af-42d7-90d9-75a18b331678,55.86524,-132.67058,14.32025,6.57161,-5.74699,-8.25578,-1.63679,8.84617,-7.18404,14.145191,1.43005,142.14579,-21.70885,,,,,,,2.54348,-10.49771,-26.54445,,,,,,,0.86056,-14.03173,-0.99673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
32,2025-04-30,14:21:45,1,1,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Walton, Luke",10012651,Left,TOL_ROC,Undefined,2,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.96833,-2.843211,-1.583347,1918.235948,211.797133,1:00,6.51061,1.86586,6.37492,-18.76178,18.23946,10.60107,2.32801,1.29211,79.10033,-6.407757,0.336889,0.437804,,,,,,,,,,,,-5.92394,10.61016,-1.75612,50,6.29621,3.04484,-124.85291,-6.69284,-9.39526,24.01731,-15.34649,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,5b1c16d0-25f8-11f0-81bf-2b8ffec0f5bb,86.09436,,,6.86801,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:21:45,2025-04-30T14:21:45.2135424-05:00,2025-04-30T19:21:45.2135424Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,90200784-5037-4d21-9982-7005e0911545,54.12476,-125.64387,12.00866,6.5083,-6.18744,-7.67324,-1.86149,3.35425,-4.69763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
33,2025-04-30,14:22:00,1,2,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Walton, Luke",10012651,Left,TOL_ROC,Undefined,2,Top,0,0,1,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,73.67459,-0.609289,-1.326623,2124.333731,14.900432,6:30,6.47908,1.95529,6.12144,-57.22968,-6.36414,-2.09551,1.14648,0.55398,68.49506,-11.076009,-1.705768,0.513314,48.09334,9.385781,-30.065375,3116.283623,,,,58.66659,55.54421,-33.181897,0.86847,0.72583,-2.75323,-1.85259,50,6.40229,2.54993,-107.16053,-2.78256,0.84426,18.46171,-35.37654,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,63e51500-25f8-11f0-81bf-2b8ffec0f5bb,73.42958,3.42219,,5.17953,,,,1.92391,1.25506,-0.57026,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:22:00,2025-04-30T14:21:59.8575616-05:00,2025-04-30T19:21:59.8575616Z,GroundBall,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,bac3149f-5cf1-4ea6-a263-b57a62b6c544,54.38261,-107.91293,9.23086,6.48631,-1.3408,-17.68827,-1.95581,2.51553,0.42213,107.658021,1.92391,60.22912,-7.4379,0.86643,-0.17544,0.02517,-0.00296,0.00065,-0.00011,1.25506,11.50322,-15.54624,0.7954,-0.09231,0.02654,-0.00312,0.00019,-3.00E-05,-0.57026,-34.86499,-1.86167,0.26204,-0.05289,0.00874,-0.00123,0.00031,-6.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
34,2025-04-30,14:22:34,2,1,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Cahill, Cole",1000108684,Left,TOL_ROC,Undefined,2,Top,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.50718,0.026342,-3.757762,1889.679938,223.770663,1:30,6.41911,1.89993,6.6047,-20.47163,15.88958,14.13205,4.73733,-0.3697,79.03467,-3.889862,-1.194622,0.434001,,,,,,,,,,,,-8.40993,8.68123,-1.64856,50,6.41205,7.71322,-125.58231,-0.46749,-13.44911,25.09954,-18.29106,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,77d99270-25f8-11f0-81bf-2b8ffec0f5bb,86.84878,,,7.47251,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:22:34,2025-04-30T14:22:33.5822848-05:00,2025-04-30T19:22:33.5822848Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,54ac5882-c172-4b46-9233-0f5678ce5cce,53.89483,-126.35835,12.54977,6.41776,0.09804,-9.14553,-1.89347,8.12905,-6.72456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
35,2025-04-30,14:22:49,2,2,"Rhule, Stephen",1000158041,Right,OAK_GOL,"Cahill, Cole",1000108684,Left,TOL_ROC,Undefined,2,Top,1,1,0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,87.57139,-3.35056,-3.293466,2078.680463,225.486191,1:30,6.36123,1.94957,6.55774,-19.47749,16.14336,15.25989,1.65743,0.19817,80.33434,-7.053509,-0.523719,0.42956,,,,,,,,,,,,-8.93256,9.75339,-1.72828,50,6.12104,6.73777,-126.99716,-7.96086,-14.60457,25.73522,-16.22742,OAK_GOL,TOL_ROC,OaklandBaseballField,D1,HORZ,20250430-OaklandBaseballField-1,80e87340-25f8-11f0-81bf-2b8ffec0f5bb,87.74666,,,7.23705,,,,,,,eb81c5ca-2c4c-4f6f-ad82-c71c3762ee17,2025-04-30,19:22:49,2025-04-30T14:22:48.5895168-05:00,2025-04-30T19:22:48.5895168Z,,v3,471397,471468,30 April 2025 14:30-toledo@oakland,"Clark, Ben",10098571,Right,OAK_GOL,53d810d0-84be-4dd8-b597-89f8c03debf5,53.94339,-127.79376,12.86761,6.35969,-7.45856,-8.11371,-1.94384,7.18983,-7.30228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
